DE-FOA-0003137,The purpose of this requisition is to initiate a Notice of Intent (NOI) for the 2023 Funding Opportunity Announcement (FOA) titled �WASTE: Waste Analysis and Strategies for Transportation End-uses� (DE-FOA-0003072).,DOE-GFO,Posted,2023-11-09,2023-12-15,"Cooperative Agreement, Grant","Energy
Transportation",Yes,1,0
RFA-DC-24-005,Cooperative Agreement for In Vivo High-Resolution Imaging for Inner Ear Visualization (U01 Clinical Trial Required),HHS-NIH11,Posted,2023-11-09,2025-02-03,Cooperative Agreement,Health,No,500000,0
RFA-DC-24-004,In Vivo High-Resolution Imaging for Inner Ear Visualization (R01 Clinical Trial optional),HHS-NIH11,Posted,2023-11-09,2025-02-03,Grant,Health,No,500000,0
SFOP0010120,Supporting Critical Open-Source Technologies That Enable a Free and Open Internet,DOS,Posted,2023-11-09,2024-01-11,"Cooperative Agreement, Grant","Other (see text field entitled ""Explanation of Other Category of Funding Activity"" for clarification)",No,1000000,500000
N0001424SF001,FY25 Defense University Research Instrumentation Program (DURIP),DOD-ONR,Posted,2023-11-09,2024-02-16,Grant,Science and Technology and other Research and Development,No,3000000,50000
DE-FOA-0003224,Inspiring Generations of New Innovators to Impact Technologies in Energy 2024 (IGNIITE 2024),DOE-ARPAE,Posted,2023-11-09,2024-01-05,Grant,"Opportunity Zone Benefits
Science and Technology and other Research and Development",No,500000,0
W911NF24S0001,THE DEPARTMENT OF DEFENSE (DoD) FISCAL YEAR 2025 DEFENSE UNIVERSITY RESEARCH INSTRUMENTATION PROGRAM (DURIP),DOD-AMC,Posted,2023-11-09,2024-02-16,Grant,Science and Technology and other Research and Development,No,3000000,50000
FOAAFRLAFOSR20240000,Fiscal Year 2025 Defense University Research Instrumentation Program (DURIP),DOD-AFOSR,Posted,2023-11-09,2024-02-16,Grant,Science and Technology and other Research and Development,No,3000000,50000
AFNGR-24-02,AMBASSADORS FUND FOR CULTURAL PRESERVATION(AFCP) 2024,DOS-NGA,Posted,2023-11-09,2024-01-10,Grant,"Other (see text field entitled ""Explanation of Other Category of Funding Activity"" for clarification)",No,500000,10000
DE-FOA-0003164,SPURRING PROJECTS TO ADVANCE ENERGY RESEARCH AND KNOWLEDGE SWIFTLY (SPARKS),DOE-ARPAE,Posted,2023-11-09,2029-09-30,Grant,"Opportunity Zone Benefits
Science and Technology and other Research and Development",Yes,500000,0
NGA-POLECON-GR-23-003-11092023,2024 Julia Taft Refugee Fund,DOS-NGA,Posted,2023-11-09,2023-12-15,Grant,"Other (see text field entitled ""Explanation of Other Category of Funding Activity"" for clarification)",No,25000,10000
72011524RFI00001,Request for Information (RFI) on USAID New Energy Activity in Central Asia,USAID-KAZ,Posted,2023-11-08,2023-12-12,Other,Energy,No,0,0
24-506,International Research Experiences for Students,NSF,Posted,2023-11-08,2024-02-05,Grant,Science and Technology and other Research and Development,No,0,0
24-507,Incorporating Human Behavior in Epidemiological Models,NSF,Posted,2023-11-08,2024-02-14,Grant,Science and Technology and other Research and Development,No,0,0
72038824RFA00001,USAID�s Urban Health Activity,USAID-BAN,Posted,2023-11-08,2024-01-10,Cooperative Agreement,Health,Yes,35000000,1
FR-6700-N-96,The Youth Homelessness System Improvement (YHSI) Grants,HUD,Posted,2023-11-08,2024-02-15,Grant,Housing,No,2000000,200000
G24AS00163,Cooperative Agreement for CESU-affiliated Partner with Gulf Coast Cooperative Ecosystem Studies Unit,DOI-USGS1,Posted,2023-11-08,2023-12-08,Cooperative Agreement,Science and Technology and other Research and Development,No,24950,0
G24AS00170,Cooperative Agreement for CESU-affiliated Partner With Chesapeake Bay Cooperative Ecosystem Studies Unit,DOI-USGS1,Posted,2023-11-08,2023-12-08,Cooperative Agreement,Science and Technology and other Research and Development,No,168123,0
HHS-2024-ACF-OHS-HP-R2-0071,"Early Head Start Expansion and Early Head Start-Child Care Partnership Grants - Brooklyn, Kings County, and the Bronx, New York",HHS-ACF-OHS,Forecasted,2023-11-08,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:,6161948,1000000
RFA-DA-25-029,National Drug Early Warning System Coordinating Center (U01 Clinical Trial Not Allowed),HHS-NIH11,Posted,2023-11-08,2024-03-20,Cooperative Agreement,"Education
Health",No,0,0
F24AS00146,F24AS00146 - Asian Elephant Conservation Fund FY24,DOI-FWS,Posted,2023-11-08,2024-01-31,"Cooperative Agreement, Grant",Environment,No,750000,300000
USDA-NIFA-ARPA-010473,Agriculture Risk Management Education Partnerships Competitive Grants Program,USDA-NIFA,Posted,2023-11-08,2024-01-15,Grant,Agriculture,No,2150040,452640
NOAA-NMFS-SE-2024-2008255,Fiscal Year 2024 NOAA Gulf of Mexico Bay Watershed Education and Training (B-WET),DOC,Posted,2023-11-08,2024-02-05,"Cooperative Agreement, Grant","Education
Environment
Natural Resources",No,100000,25000
RFA-DA-25-027,The National Drug Abuse Treatment Clinical Trials Network (UG1 Clinical Trial Required),HHS-NIH11,Posted,2023-11-08,2024-03-13,Cooperative Agreement,"Education
Health",No,500000,0
DE-FOA-0003166,CHALLENGES AND OPPORTUNITIES AT THE INTERFACE OF WIND ENERGY AND RADAR TECHNOLOGY,DOE-GFO,Posted,2023-11-08,2024-01-12,Other,Energy,No,0,0
NOAA-NOS-ONMS-2024-2008257,2024 Pacific Northwest Bay Watershed Education and Training,DOC,Posted,2023-11-08,2024-02-01,"Cooperative Agreement, Grant","Environment
Natural Resources
Science and Technology and other Research and Development",No,150000,60000
PAR-23-286,NCI Pathway to Independence Award for Early-Stage Postdoctoral Researchers (K99/R00 - Independent Clinical Trial Not Allowed),HHS-NIH11,Posted,2023-11-08,2026-10-14,Grant,"Education
Health",No,0,0
PAR-23-288,NCI Pathway to Independence Award for Early-Stage Postdoctoral Researchers (K99/R00 - Independent Basic Experimental Studies with Humans Required),HHS-NIH11,Posted,2023-11-08,2026-10-14,Grant,"Education
Health",No,0,0
PAR-23-287,NCI Pathway to Independence Award for Early-Stage Postdoctoral Researchers (K99/R00 - Independent Clinical Trial Required),HHS-NIH11,Posted,2023-11-08,2026-10-14,Grant,"Education
Health",No,0,0
FR-AMT-24-001,FY24 Northeast Corridor Cooperative Agreement to the National Railroad Passenger Corporation,DOT-FRA,Posted,2023-11-08,2023-11-16,Cooperative Agreement,Transportation,No,164360070,0
FR-AMT-24-002,FY24 National Network Cooperative Agreement to the National Railroad Passenger Corporation,DOT-FRA,Posted,2023-11-08,2023-11-16,Cooperative Agreement,Transportation,No,155620288,0
RFA-DA-24-036,"Rural Community-Centered Drug Misuse Prevention and Harm Reduction Research: Addressing Implementation, Dissemination, and Equity Challenges across the Continuum of Care (R61/R33 Clinical Trial Only)",HHS-NIH11,Posted,2023-11-08,2024-01-26,Grant,"Education
Health",No,0,0
NOAA-NMFS-HCPO-2024-2008219,Fiscal Year 2024 Chesapeake B-WET Program - School District Programming,DOC,Posted,2023-11-07,2024-02-16,Cooperative Agreement,"Education
Environment
Natural Resources",No,100000,25000
NOAA-NMFS-HCPO-2024-2008241,Fiscal Year 2024 Statewide K-12 Environmental Literacy Capacity Building,DOC,Posted,2023-11-07,2024-02-16,Cooperative Agreement,"Education
Environment
Natural Resources",No,150000,0
PDS-SWEDEN-2024-01,U.S. Mission Sweden PDS Annual Program Statement,DOS-SWE,Posted,2023-11-07,2024-09-15,"Cooperative Agreement, Grant","Other (see text field entitled ""Explanation of Other Category of Funding Activity"" for clarification)",No,75000,500
AF-HAR-FY24-01,Academy for Women Entrepreneurs 2024,DOS-ZWE,Forecasted,2023-11-07,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:,35000,10000
PAS-002-FY2024,U.S. Embassy Prague: Campaign to Mark the 25th Anniversary of the Czech Republic Joining NATO,DOS-CZE,Posted,2023-11-07,2023-12-08,Cooperative Agreement,"Other (see text field entitled ""Explanation of Other Category of Funding Activity"" for clarification)",No,100000,30000
PAS-001-FY2024,U.S. Embassy Prague PAS Annual Program Statement,DOS-CZE,Posted,2023-11-07,2024-05-31,Grant,"Other (see text field entitled ""Explanation of Other Category of Funding Activity"" for clarification)",No,24000,5000
G24AS00157,Cooperative Agreement for CESU-affiliated Partner with Great Rivers Cooperative Ecosystem Studies Unit,DOI-USGS1,Posted,2023-11-07,2023-12-08,Cooperative Agreement,Science and Technology and other Research and Development,No,234194,105000
G24AS00156,Cooperative Agreement for CESU-affiliated Partner with Great Lakes National Forest Cooperative Ecosystem Studies Unit,DOI-USGS1,Posted,2023-11-07,2023-12-08,Cooperative Agreement,Science and Technology and other Research and Development,No,70000,33000
G24AS00155,Cooperative Agreement for CESU-affiliated Partner with Great Lakes � Northern Forest Cooperative Ecosystem Studies Unit,DOI-USGS1,Posted,2023-11-07,2023-12-08,Cooperative Agreement,Science and Technology and other Research and Development,No,120214,0
HRSA-24-059,Regional AIDS Education and Training Centers,HHS-HRSA,Posted,2023-11-07,2024-02-05,Grant,Health,No,0,0
DARPARA2401,Young Faculty Award (YFA) 2024,DOD-DARPA-DSO,Posted,2023-11-07,2024-02-22,Grant,Science and Technology and other Research and Development,No,0,0
HRSA-24-015,Nurse Faculty Loan Program (NFLP),HHS-HRSA,Posted,2023-11-07,2024-02-05,Grant,Health,Yes,0,0
O-BJA-2024-171898,BJA FY24 Invited to Apply- Administrative Funding Adjustments to BJA Previously Funded Awards,USDOJ-OJP-BJA,Posted,2023-11-07,2023-11-16,Grant,"Law, Justice and Legal Services",No,554758,0
O-BJA-2024-171896,BJA FY24 Invited to Apply- Emergency Federal Law Enforcement Assistance (EFLEA) Program,USDOJ-OJP-BJA,Posted,2023-11-07,2023-11-14,Grant,"Law, Justice and Legal Services",No,123677,0
PAR-24-054,Limited Competition: High Impact Specialized Innovation Programs in Clinical and Translational Science for UM1 CTSA Hub Awards (RC2 Clinical Trials Optional),HHS-NIH11,Posted,2023-11-07,2026-09-14,Grant,Health,No,500000,0
L24AS00151,FY24 IIJA/IRA Bureau of Land Management Eastern States (ES) Wildlife Program,DOI-BLM,Posted,2023-11-07,2024-02-06,Cooperative Agreement,Natural Resources,No,170000,12000
L24AS00152,FY24 Bureau of Land Management Eastern States (ES) Cultural and Paleontology Resource Management,DOI-BLM,Posted,2023-11-07,2024-02-06,Cooperative Agreement,Natural Resources,No,100000,25000
L24AS00153,FY24 Bureau of Land Management Eastern States (ES) Invasive and Noxious Plant Management Program,DOI-BLM,Posted,2023-11-07,2024-02-06,Cooperative Agreement,Natural Resources,No,150000,30000
PAR-24-062,"Phased Research to Support Substance Use Epidemiology, Prevention, and Services Studies (R61/R33 Clinical Trials Optional)",HHS-NIH11,Posted,2023-11-07,2026-11-13,Grant,"Education
Health",No,0,0
LBN-PDS-FY24-AFCP,Ambassadors Fund for Cultural Preservation (AFCP) - Lebanon,DOS-LBN,Posted,2023-11-07,2024-04-25,Grant,"Arts (see ""Cultural Affairs"" in CFDA)",No,500000,10000
P24AS00498,Round 7 Outdoor Recreation Legacy Partnership Program,DOI-NPS,Posted,2023-11-07,2024-04-30,Grant,"Other (see text field entitled ""Explanation of Other Category of Funding Activity"" for clarification)",Yes,15000000,300000
DE-FOA-0003158,Buildings Energy Efficiency Frontiers & Innovation Technologies (BENEFIT) � 2024,DOE-GFO,Posted,2023-11-06,2024-03-05,Cooperative Agreement,Energy,Yes,30000000,13000000
NOAA-OAR-SG-2024-2007783,2023 Inflation Reduction Act Climate-Ready Workforce for Coastal States and Territories Competition,DOC-DOCNOAAERA,Posted,2023-11-06,2024-02-13,"Cooperative Agreement, Grant","Business and Commerce
Natural Resources
Science and Technology and other Research and Development",No,10000000,500000
L24AS00050,FY24 IIJA/IRA Bureau of Land Management Headquarters (HQ) Aquatic Resource Management,DOI-BLM,Posted,2023-11-06,2024-01-19,Cooperative Agreement,Natural Resources,No,500000,100000
AFCP-FY24-ARM-04,AFCP 2024 Grants Program,DOS-ARM,Posted,2023-11-06,2023-12-13,Grant,"Arts (see ""Cultural Affairs"" in CFDA)",No,500000,10000
L24AS00142,FY24 Bureau of Land Management Headquarters (HQ) National Conservation Lands-Management Studies Support Program,DOI-BLM,Posted,2023-11-06,2024-02-01,Cooperative Agreement,Natural Resources,No,40000,5000
L24AS00140,FY24 IIJA/IRA Bureau of Land Management Headquarters (HQ) Wildlife Program,DOI-BLM,Posted,2023-11-06,2024-01-19,Cooperative Agreement,Natural Resources,No,1500000,10000
L24AS00141,FY24 IIJA/IRA Bureau of Land Management Headquarters (HQ) Recreation and Visitor Services Program,DOI-BLM,Posted,2023-11-06,2024-02-01,Cooperative Agreement,Natural Resources,No,100000,10000
L24AS00139,FY24 IIJA/IRA Bureau of Land Management Headquarters (HQ) Threatened and Endangered Species Program,DOI-BLM,Posted,2023-11-06,2024-01-19,Cooperative Agreement,Natural Resources,No,250000,10000
NNH23ZDA001N-FINESST,ROSES 2023: F.5 Future Investigators in NASA Earth and Space Science and Technology,NASA-HQ,Posted,2023-11-06,2024-02-06,"Cooperative Agreement, Grant",Science and Technology and other Research and Development,No,0,0
OFOP0001258,2024 Academy for Women Entrepreneurs (AWE) Program Implementer,DOS-BRB,Posted,2023-11-06,2023-11-27,Grant,"Other (see text field entitled ""Explanation of Other Category of Funding Activity"" for clarification)",Yes,20000,10000
NOAA-NOS-OCM-2024-2008212,National Estuarine Research Reserve System (NERRS) Collaborative Science Program 2024,DOC,Posted,2023-11-06,2024-02-09,Cooperative Agreement,"Environment
Natural Resources
Science and Technology and other Research and Development",No,25000000,25000000
L24AS00144,FY24 IIJA/IRA Bureau of Land Management Eastern States (ES) Recreation and Visitor Services Program,DOI-BLM,Posted,2023-11-06,2024-01-31,Cooperative Agreement,Natural Resources,No,185000,1000
L24AS00143,FY24 IIJA/IRA Bureau of Land Management Eastern States (ES) Aquatic Resource Management,DOI-BLM,Posted,2023-11-06,2024-01-31,Cooperative Agreement,Natural Resources,No,200000,25000
USDA-APHIS-10028-WSNWRC00-24-001,Environmental Monitoring on Wake Atoll Cooperative Agreement,USDA-APHIS,Posted,2023-11-06,2024-01-15,Cooperative Agreement,Agriculture,No,0,0
RFA-HG-23-048,Advancing Genomic Medicine Research (R03 Clinical Trial Not Allowed),HHS-NIH11,Posted,2023-11-06,2025-02-11,Grant,Health,No,500000,0
RFA-HG-23-033,Advancing Genomic Medicine Research (R21 Clinical Trial Optional),HHS-NIH11,Posted,2023-11-06,2025-02-11,Grant,"Education
Health",No,250000,0
RFA-HG-23-032,Advancing Genomic Medicine Research (R01 Clinical Trial Optional),HHS-NIH11,Posted,2023-11-06,2025-02-11,Grant,"Education
Health",No,500000,0
PAR-24-036,"Clinical Observational (CO) Studies in Musculoskeletal, Rheumatic, and Skin Diseases (R01 Clinical Trial Not Allowed)",HHS-NIH11,Posted,2023-11-06,2026-11-02,Grant,Health,No,0,0
UCHRI-RBC-001,Ukraine Cultural Heritage Response Initiative - Resilience Building Component,DOS-ECA,Posted,2023-11-06,2099-01-01,"Cooperative Agreement, GrantOther","Other (see text field entitled ""Explanation of Other Category of Funding Activity"" for clarification)",No,1000000,50000
PAR-24-053,"Multi-sectoral preventive interventions that address social determinants of health in populations that experience health disparities (UG3/UH3, Clinical Trial Required)",HHS-NIH11,Posted,2023-11-06,2024-08-05,Cooperative Agreement,"Education
Health",No,0,0
PAR-24-035,Exploratory Clinical Trial Grants in Arthritis and Musculoskeletal and Skin Diseases (R61 Clinical Trial Required),HHS-NIH11,Posted,2023-11-06,2026-11-02,Grant,Health,No,0,0
RFA-OD-24-006,"Coordinating Center to Support Multi-Sectoral Preventive Interventions that Address Social Determinants of Health in Populations that Experience Health Disparities (U24, Clinical Trial Not Allowed)",HHS-NIH11,Posted,2023-11-06,2024-08-05,Cooperative Agreement,Health,No,1000000,0
FY24-BSB-410601,Alumni Engagement Innovation Fund 2024 - Brazil,DOS-BRA,Posted,2023-11-03,2024-01-15,Grant,"Other (see text field entitled ""Explanation of Other Category of Funding Activity"" for clarification)",No,35000,5000
PAR-24-049,NHLBI Clinical Trial Pilot Studies (R34 Clinical Trial Optional),HHS-NIH11,Posted,2023-11-03,2027-01-07,Grant,Health,No,0,0
PAR-23-282,NIAID Research Education Program Advancing the Careers of a Diverse Research Workforce (R25 Clinical Trial Not Allowed),HHS-NIH11,Posted,2023-11-03,2026-09-07,Grant,Health,No,351000,0
SFOP0010123,FY 2 024 Request for Proposals for Cultural Orientation Technical Assistance,DOS-PRM,Posted,2023-11-03,2023-12-22,Cooperative Agreement,"Other (see text field entitled ""Explanation of Other Category of Funding Activity"" for clarification)",No,1800000,1500000
72031623APS00001,Local Climate Action Innovation,USAID-ZAM,Posted,2023-11-03,2024-05-03,Grant,"Business and Commerce
Environment",No,50000,0
2023-22INCLE-INLKYIV,Civil Society Support to Anticorruption and Criminal Justice Institutions,DOS-UKR,Posted,2023-11-03,2024-12-02,Grant,"Other (see text field entitled ""Explanation of Other Category of Funding Activity"" for clarification)",No,250000,25000
24-505,Designing Synthetic Cells Beyond the Bounds of Evolution,NSF,Posted,2023-11-03,2024-02-01,Grant,Science and Technology and other Research and Development,No,2000000,500000
DHS-24-MT-041-00-98,Fiscal Year 2024 Fall Rehabilitation of High Hazard Potential Dams (HHPD),DHS-DHS,Posted,2023-11-03,2024-02-29,Grant,"Other (see text field entitled ""Explanation of Other Category of Funding Activity"" for clarification)",Yes,0,0
L24AS00149,"FY24 BUREAU OF LAND MANAGEMENT NEVADA (NV) Eastern Nevada Conservation, Recreation and Development",DOI-BLM,Posted,2023-11-03,2024-01-11,Cooperative Agreement,Natural Resources,No,500000,50000
NOAA-NOS-ONMS-2024-2008196,2024 NOAA Great Lakes Bay Watershed Education and Training (B-WET) program,DOC,Posted,2023-11-03,2024-02-29,"Cooperative Agreement, Grant","Environment
Natural Resources",No,150000,30000
DHS-24-MT-041-00-99,Fiscal year 2024 National Dam Safety Program (NDSP) Fall State Assistance Grant,DHS-DHS,Posted,2023-11-03,2024-02-29,Grant,"Other (see text field entitled ""Explanation of Other Category of Funding Activity"" for clarification)",No,0,0
NOAA-NOS-ONMS-2024-2008201,Great Lakes Bay Watershed Education and Training (B-WET) for Indigenous Communities 2024,DOC,Posted,2023-11-03,2024-03-01,"Cooperative Agreement, Grant","Environment
Natural Resources",No,100000,50000
AF-WHK-FY24-01,Academy of Women Entrepreneurs 2024,DOS-NAM,Posted,2023-11-02,2023-12-04,Grant,"Employment, Labor and Training",No,40000,30000
2024-01,Alumni Engagement Innovation Fund 2024,DOS-LVA,Forecasted,2023-11-02,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:,0,0
DE-FOA-0003216,RFI: Growing Carbon Management Education Capacity at Minority Serving Institutions (MSI) through the Office of Fossil Energy and Carbon Management (FECM) University Training and Research (UTR) Program,DOE-NETL,Posted,2023-11-02,2024-01-05,"Cooperative Agreement, Grant","Education
Energy",No,2,1
RFA-NS-24-028,BRAIN Initiative Connectivity across Scales Data Coordinating Center (BRAIN CONNECTS DCC) (U24 Clinical Trial Not Allowed),HHS-NIH11,Posted,2023-11-02,2024-01-29,Cooperative Agreement,"Education
Health
Income Security and Social Services",No,0,0
HR001124S0006,Objective Prediction of Team Effectiveness via Models of Performance Outcomes (OP TEMPO),DOD-DARPA-BTO,Posted,2023-11-02,2024-01-31,"Cooperative Agreement, Other, Procurement Contract",Science and Technology and other Research and Development,No,0,0
DE-FOA-0003199,Request for Information (RFI)- Biological Approaches for Developing a New Nitrogen Cycle in Agriculture for Bioenergy Crops,DOE-ARPAE,Posted,2023-11-02,2023-11-27,Cooperative Agreement,"Opportunity Zone Benefits
Science and Technology and other Research and Development",No,0,0
RFA-HD-25-008,Development of Novel Nonsteroidal Contraceptive Methods (R61/R33 - Clinical Trial Not Allowed),HHS-NIH11,Posted,2023-11-02,2024-03-29,Grant,"Health
Income Security and Social Services",No,300000,0
R24AS00059,WaterSMART Small-Scale Water Efficiency Projects For Fiscal Year 2024 and Fiscal Year 2025,DOI-BOR,Posted,2023-11-02,2024-01-16,"Cooperative Agreement, Grant",Natural Resources,Yes,100000,0
OFOP0001256,Implementation and Logistic support of a Police Athletic League in Guatemala,DOS-INL,Posted,2023-11-02,2024-01-05,Grant,"Other (see text field entitled ""Explanation of Other Category of Funding Activity"" for clarification)",No,200000,170000
RFA-CA-23-043,Single Source: AIDS and Cancer Specimen Resource (ACSR; UM1 Clinical Trials Not Allowed),HHS-NIH11,Posted,2023-11-02,2024-01-09,Cooperative Agreement,"Education
Health",No,0,0
F24AS00129,"F24AS00129 - Youth Engagement, Education, and Employment",DOI-FWS,Posted,2023-11-02,2024-09-01,Cooperative Agreement,Natural Resources,Yes,2000000,5000
SFOP0010100,Support for U.S. Pavilion at 2025 World Expo in Osaka- Japan,DOS-PA,Posted,2023-11-02,2024-01-02,Cooperative Agreement,"Arts (see ""Cultural Affairs"" in CFDA)",No,3200000,2000000
PAR-24-043,Blueprint Neurotherapeutics Network (BPN): Small Molecule Drug Discovery and Development of Disorders of the Nervous System (UG3/UH3 Clinical Trial Optional),HHS-NIH11,Posted,2023-11-02,2026-08-18,Cooperative Agreement,"Education
Health
Income Security and Social Services",No,0,0
HR001124S0001,Strategic Technology Office (STO) Office-wide,DOD-DARPA-STO,Posted,2023-11-01,2024-10-31,"Cooperative Agreement, Other, Procurement Contract",Science and Technology and other Research and Development,No,0,0
L24AS00091,FY24 Bureau of Land Management Wild Horse and Burro Resource Management- Research,DOI-BLM,Posted,2023-11-01,2024-02-01,Cooperative Agreement,Natural Resources,No,500000,25000
AC-11-02-23,Fiscal Year (FY) 2024 AmeriCorps Seniors Senior Companion Program (SCP) Replacement and Expansion Opportunity,AC,Posted,2023-11-01,2024-02-01,Grant,"Community Development
Disaster Prevention and Relief
Education
Employment, Labor and Training
Environment
Food and Nutrition
Health
Other (see text field entitled ""Explanation of Other Category of Funding Activity"" for clarification)",Yes,0,0
AC-11-01-23,Fiscal Year (FY 2024 AmeriCorps Seniors Foster Grandparents (FGP) Replacement and Expansion Opportunity Program,AC,Posted,2023-11-01,2024-02-01,Grant,"Community Development
Disaster Prevention and Relief
Education
Employment, Labor and Training
Environment
Food and Nutrition
Health
Other (see text field entitled ""Explanation of Other Category of Funding Activity"" for clarification)",Yes,0,0
FAA-ARP-BIL-G-24-001,FY 2024 Notice of Funding Opportunity: Bipartisan Infrastructure Law (BIL) FAA Contract Tower (FCT) Competitive Grant Program,DOT-FAA-AIP,Posted,2023-11-01,2023-12-01,Grant,Transportation,No,20000000,25000
RFA-DA-25-058,Psychedelics Treatment Research in Substance Use Disorder (UG3/UH3 Clinical Trials Optional),HHS-NIH11,Posted,2023-11-01,2024-02-28,Cooperative Agreement,"Education
Health",No,2000000,0
RFA-NR-24-002,Short Courses in Social Determinants of Health for Research Education in Nursing Research (R25 Independent Clinical Trial Not Allowed),HHS-NIH11,Posted,2023-11-01,2024-07-01,Grant,"Education
Health",No,250000,0
RFA-RM-24-001,IND-enabling Studies for Platform Clinical Trials of Genome Editing in Multiple Diseases (U01 Clinical Trial Not Allowed),HHS-NIH11,Posted,2023-11-01,2024-02-22,Cooperative Agreement,Health,No,2000000,0
RFA-DA-25-022,"Advancing Technologies to Improve Delivery of Pharmacological, Gene Editing, and other Cargoes for HIV and SUD Mechanistic or Therapeutic Research (R01 Clinical Trial Optional)",HHS-NIH11,Posted,2023-11-01,2024-11-15,Grant,"Education
Health",No,0,0
FAA-COE-JAMS,Joint Center of Excellence for Advanced Materials Research,DOT-FAA-FAA COE-FAA JAMS,Posted,2023-11-01,2099-01-01,"Cooperative Agreement, Grant","Science and Technology and other Research and Development
Transportation",Yes,20000000,0
PAR-23-313,Assay Validation of High Quality Markers for Clinical Studies in Cancer (UH2/UH3 Clinical Trial Not Allowed),HHS-NIH11,Posted,2023-11-01,2026-10-14,Cooperative Agreement,"Education
Health",No,275000,0
RFA-MH-24-180,Bidirectional Influences Between Adolescent Social Media Use and Mental Health (R01 Clinical Trial Optional),HHS-NIH11,Posted,2023-11-01,2024-03-01,Grant,Health,No,0,0
PAR-24-039,Exploratory Grant Award to Promote Workforce Diversity in Basic Cancer Research (R21 Clinical Trial Not Allowed),HHS-NIH11,Posted,2023-11-01,2026-11-17,Grant,"Education
Health",No,275000,0
FOA-ETA-24-36,YouthBuild,DOL-ETA,Forecasted,2023-11-01,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:,1500000,700000
CDC-RFA-PS-24-0003,Support and Scale Up of HIV Prevention Services in Sexual Health Clinics,HHS-CDC-NCHHSTP,Posted,2023-11-01,2024-01-15,Cooperative Agreement,Health,No,0,0
LBN-PDS-FY24-AEIF,"U.S. Embassy Beirut, Lebanon - Statement of Interest for the Alumni Engagement Innovation Fund",DOS-LBN,Posted,2023-11-01,2024-01-30,Grant,"Other (see text field entitled ""Explanation of Other Category of Funding Activity"" for clarification)",No,35000,5000
STATE-BISHKEK-PDS-24-0001,Annual Program Statement for Public Diplomacy Cultural and Educational Programs,DOS-KGC,Posted,2023-11-01,2024-08-17,Grant,"Other (see text field entitled ""Explanation of Other Category of Funding Activity"" for clarification)",No,80000,5000
HRSA-24-041,National Coordinating Center on Transition,HHS-HRSA,Posted,2023-11-01,2024-03-11,Cooperative Agreement,Health,No,0,0
HRSA-24-042,Transition for Youth with Autism and/or Epilepsy Demonstration Projects,HHS-HRSA,Posted,2023-11-01,2024-03-11,Grant,Health,No,0,0
CDC-RFA-PS-24-0026,Implementation of Community Health Worker-Mediated Services for Re-Engagement to Care and Outreach for Persons with HIV in Rural Communities (REACH: Rural Re-Engagement and Care using CHWs for Persons with HIV),HHS-CDC-NCHHSTP,Posted,2023-11-01,2024-01-05,Cooperative Agreement,Health,No,0,0
