AFCP-FY24-ARM-04,AFCP 2024 Grants Program,DOS-ARM,Posted,2023-11-6,2023-12-13,61
L24AS00142,FY24 Bureau of Land Management Headquarters (HQ) National Conservation Lands-Management Studies Support Program,DOI-BLM,Posted,2023-11-6,2024-2-1,62
L24AS00140,FY24 IIJA/IRA Bureau of Land Management Headquarters (HQ) Wildlife Program,DOI-BLM,Posted,2023-11-6,2024-1-19,63
L24AS00141,FY24 IIJA/IRA Bureau of Land Management Headquarters (HQ) Recreation and Visitor Services Program,DOI-BLM,Posted,2023-11-6,2024-2-1,64
L24AS00139,FY24 IIJA/IRA Bureau of Land Management Headquarters (HQ) Threatened and Endangered Species Program,DOI-BLM,Posted,2023-11-6,2024-1-19,65
NNH23ZDA001N-FINESST,ROSES 2023: F.5 Future Investigators in NASA Earth and Space Science and Technology,NASA-HQ,Posted,2023-11-6,2024-2-6,66
OFOP0001258,2024 Academy for Women Entrepreneurs (AWE) Program Implementer,DOS-BRB,Posted,2023-11-6,2023-11-27,67
NOAA-NOS-OCM-2024-2008212,National Estuarine Research Reserve System (NERRS) Collaborative Science Program 2024,DOC,Posted,2023-11-6,2024-2-9,68
L24AS00144,FY24 IIJA/IRA Bureau of Land Management Eastern States (ES) Recreation and Visitor Services Program,DOI-BLM,Posted,2023-11-6,2024-1-31,69
L24AS00143,FY24 IIJA/IRA Bureau of Land Management Eastern States (ES) Aquatic Resource Management,DOI-BLM,Posted,2023-11-6,2024-1-31,70
USDA-APHIS-10028-WSNWRC00-24-001,Environmental Monitoring on Wake Atoll Cooperative Agreement,USDA-APHIS,Posted,2023-11-6,2024-1-15,71
RFA-HG-23-048,Advancing Genomic Medicine Research (R03 Clinical Trial Not Allowed),HHS-NIH11,Posted,2023-11-6,2025-2-11,72
RFA-HG-23-033,Advancing Genomic Medicine Research (R21 Clinical Trial Optional),HHS-NIH11,Posted,2023-11-6,2025-2-11,73
RFA-HG-23-032,Advancing Genomic Medicine Research (R01 Clinical Trial Optional),HHS-NIH11,Posted,2023-11-6,2025-2-11,74
PAR-24-036,Clinical Observational (CO) Studies in Musculoskeletal- Rheumatic- and Skin Diseases (R01 Clinical Trial Not Allowed),HHS-NIH11,Posted,2023-11-6,2026-11-2,75
O-OJJDP-2024-171895,OJJDP FY24 Support to FY19 Title II Formula Grant Program - Invited to Apply,USDOJ-OJP-OJJDP,Posted,2023-11-6,2023-11-10,76
UCHRI-RBC-001,Ukraine Cultural Heritage Response Initiative - Resilience Building Component,DOS-ECA,Posted,2023-11-6,2000-1-1,77
PAR-24-053,Multi-sectoral preventive interventions that address social determinants of health in populations that experience health disparities (UG3/UH3- Clinical Trial Required),HHS-NIH11,Posted,2023-11-6,2024-8-5,78
PAR-24-035,Exploratory Clinical Trial Grants in Arthritis and Musculoskeletal and Skin Diseases (R61 Clinical Trial Required),HHS-NIH11,Posted,2023-11-6,2026-11-2,79
RFA-OD-24-006,Coordinating Center to Support Multi-Sectoral Preventive Interventions that Address Social Determinants of Health in Populations that Experience Health Disparities (U24- Clinical Trial Not Allowed),HHS-NIH11,Posted,2023-11-6,2024-8-5,80
FY24-BSB-410601,Alumni Engagement Innovation Fund 2024 - Brazil,DOS-BRA,Posted,2023-11-3,2024-1-15,81
PAR-24-049,NHLBI Clinical Trial Pilot Studies (R34 Clinical Trial Optional),HHS-NIH11,Posted,2023-11-3,2027-1-7,82
PAR-23-282,NIAID Research Education Program Advancing the Careers of a Diverse Research Workforce (R25 Clinical Trial Not Allowed),HHS-NIH11,Posted,2023-11-3,2026-9-7,83
SFOP0010123,FY 2 024 Request for Proposals for Cultural Orientation Technical Assistance,DOS-PRM,Posted,2023-11-3,2023-12-22,84
72031623APS00001,Local Climate Action Innovation,USAID-ZAM,Posted,2023-11-3,2024-5-3,85
2023-22INCLE-INLKYIV,Civil Society Support to Anticorruption and Criminal Justice Institutions,DOS-UKR,Posted,2023-11-3,2024-12-2,86
24-505,Designing Synthetic Cells Beyond the Bounds of Evolution,NSF,Posted,2023-11-3,2024-2-1,87
DHS-24-MT-041-00-98,Fiscal Year 2024 Fall Rehabilitation of High Hazard Potential Dams (HHPD),DHS-DHS,Posted,2023-11-3,2024-2-29,88
L24AS00149,FY24 BUREAU OF LAND MANAGEMENT NEVADA (NV) Eastern Nevada Conservation- Recreation and Development,DOI-BLM,Posted,2023-11-3,2024-1-11,89
NOAA-NOS-ONMS-2024-2008196,2024 NOAA Great Lakes Bay Watershed Education and Training (B-WET) program,DOC,Posted,2023-11-3,2024-2-29,90
DHS-24-MT-041-00-99,Fiscal year 2024 National Dam Safety Program (NDSP) Fall State Assistance Grant,DHS-DHS,Posted,2023-11-3,2024-2-29,91
NOAA-NOS-ONMS-2024-2008201,Great Lakes Bay Watershed Education and Training (B-WET) for Indigenous Communities 2024,DOC,Posted,2023-11-3,2024-3-1,92
AF-WHK-FY24-01,Academy of Women Entrepreneurs 2024,DOS-NAM,Posted,2023-11-2,2023-12-4,93
2024-01,Alumni Engagement Innovation Fund 2024,DOS-LVA,Forecasted,2023-11-2,2000-1-1,94
DE-FOA-0003216,RFI: Growing Carbon Management Education Capacity at Minority Serving Institutions (MSI) through the Office of Fossil Energy and Carbon Management (FECM) University Training and Research (UTR) Program,DOE-NETL,Posted,2023-11-2,2024-1-5,95
RFA-NS-24-028,BRAIN Initiative Connectivity across Scales Data Coordinating Center (BRAIN CONNECTS DCC) (U24 Clinical Trial Not Allowed),HHS-NIH11,Posted,2023-11-2,2024-1-29,96
HR001124S0006,Objective Prediction of Team Effectiveness via Models of Performance Outcomes (OP TEMPO),DOD-DARPA-BTO,Posted,2023-11-2,2024-1-31,97
DE-FOA-0003199,Request for Information (RFI)- Biological Approaches for Developing a New Nitrogen Cycle in Agriculture for Bioenergy Crops,DOE-ARPAE,Posted,2023-11-2,2023-11-27,98
RFA-HD-25-008,Development of Novel Nonsteroidal Contraceptive  Methods (R61/R33 - Clinical Trial Not Allowed),HHS-NIH11,Posted,2023-11-2,2024-3-29,99
R24AS00059,WaterSMART Small-Scale Water Efficiency Projects For Fiscal Year 2024 and Fiscal Year 2025,DOI-BOR,Posted,2023-11-2,2024-1-16,100
OFOP0001256,Implementation and Logistic support of a Police Athletic League in Guatemala,DOS-INL,Posted,2023-11-2,2024-1-5,101
RFA-CA-23-043,Single Source: AIDS and Cancer Specimen Resource (ACSR; UM1 Clinical Trials Not Allowed),HHS-NIH11,Posted,2023-11-2,2024-1-9,102
F24AS00129,F24AS00129 - Youth Engagement- Education- and Employment,DOI-FWS,Posted,2023-11-2,2024-9-1,103
SFOP0010100,Support for U.S. Pavilion at 2025 World Expo in Osaka- Japan,DOS-PA,Posted,2023-11-2,2024-1-2,104
PAR-24-043,Blueprint Neurotherapeutics Network (BPN): Small Molecule Drug Discovery and Development of Disorders of the Nervous System (UG3/UH3 Clinical Trial Optional),HHS-NIH11,Posted,2023-11-2,2026-8-18,105
HR001124S0001,Strategic Technology Office (STO) Office-wide,DOD-DARPA-STO,Posted,2023-11-1,2024-10-31,106
L24AS00091,FY24 Bureau of Land Management Wild Horse and Burro Resource Management- Research,DOI-BLM,Posted,2023-11-1,2024-2-1,107
AC-11-02-23,Fiscal Year (FY) 2024 AmeriCorps Seniors Senior Companion Program (SCP) Replacement and Expansion Opportunity,AC,Posted,2023-11-1,2024-2-1,108
AC-11-01-23,Fiscal Year (FY 2024 AmeriCorps Seniors Foster Grandparents (FGP) Replacement and Expansion Opportunity Program,AC,Posted,2023-11-1,2024-2-1,109
FAA-ARP-BIL-G-24-001,FY 2024 Notice of Funding Opportunity: Bipartisan Infrastructure Law (BIL) FAA Contract Tower (FCT) Competitive Grant Program,DOT-FAA-AIP,Posted,2023-11-1,2023-12-1,110
RFA-DA-25-058,Psychedelics Treatment Research in Substance Use Disorder (UG3/UH3 Clinical Trials Optional),HHS-NIH11,Posted,2023-11-1,2024-2-28,111
RFA-NR-24-002,Short Courses in Social Determinants of Health for Research Education in Nursing Research (R25 Independent Clinical Trial Not Allowed),HHS-NIH11,Posted,2023-11-1,2024-7-1,112
RFA-RM-24-001,IND-enabling Studies for Platform Clinical Trials of Genome Editing in Multiple Diseases (U01 Clinical Trial Not Allowed),HHS-NIH11,Posted,2023-11-1,2024-2-22,113
RFA-DA-25-022,Advancing Technologies to Improve Delivery of Pharmacological- Gene Editing- and other Cargoes for HIV and SUD Mechanistic or Therapeutic Research (R01 Clinical Trial Optional),HHS-NIH11,Posted,2023-11-1,2024-11-15,114
FAA-COE-JAMS,Joint Center of Excellence for Advanced Materials Research,DOT-FAA-FAA COE-FAA JAMS,Posted,2023-11-1,2000-1-1,115
PAR-23-313,Assay Validation of High Quality Markers for Clinical Studies in Cancer (UH2/UH3 Clinical Trial Not Allowed),HHS-NIH11,Posted,2023-11-1,2026-10-14,116
RFA-MH-24-180,Bidirectional Influences Between Adolescent Social Media Use and Mental Health (R01 Clinical Trial Optional),HHS-NIH11,Posted,2023-11-1,2024-3-1,117
PAR-24-039,Exploratory Grant Award to Promote Workforce Diversity in Basic Cancer Research (R21 Clinical Trial Not Allowed),HHS-NIH11,Posted,2023-11-1,2026-11-17,118
FOA-ETA-24-36,YouthBuild,DOL-ETA,Forecasted,2023-11-1,2000-1-1,119
CDC-RFA-PS-24-0003,Support and Scale Up of HIV Prevention Services in Sexual Health Clinics,HHS-CDC-NCHHSTP,Posted,2023-11-1,2024-1-15,120
LBN-PDS-FY24-AEIF,U.S. Embassy Beirut- Lebanon - Statement of Interest for the Alumni Engagement Innovation Fund,DOS-LBN,Posted,2023-11-1,2024-1-30,121
STATE-BISHKEK-PDS-24-0001,Annual Program Statement for Public Diplomacy Cultural and Educational Programs,DOS-KGC,Posted,2023-11-1,2024-8-17,122
HRSA-24-041,National Coordinating Center on Transition,HHS-HRSA,Posted,2023-11-1,2024-3-11,123
HRSA-24-042,Transition for Youth with Autism and/or Epilepsy Demonstration Projects,HHS-HRSA,Posted,2023-11-1,2024-3-11,124
CDC-RFA-PS-24-0026,Implementation of Community Health Worker-Mediated Services for Re-Engagement to Care and Outreach for Persons with HIV in Rural Communities (REACH: Rural Re-Engagement and Care using CHWs for Persons with HIV),HHS-CDC-NCHHSTP,Posted,2023-11-1,2024-1-5,125
NOAA-NOS-ONMS-2024-2008250,The 2024 NOAA Hawaii Bay Watershed Education and Training (B-WET) Program,DOC,Posted,2023-11-1,2024-1-31,126
PAR-24-063,Blueprint Neurotherapeutics Network (BPN): Small Molecule Drug Discovery and Development for Disorders of the Nervous System (U44 Clinical Trial Optional),HHS-NIH11,Posted,2023-11-1,2024-8-18,127
PAR-23-314,Assay Validation of High Quality Markers for Clinical Studies in Cancer (UH3 Clinical Trials Not Allowed),HHS-NIH11,Posted,2023-10-31,2026-10-14,128
RFA-MH-24-181,Bidirectional Influences Between Adolescent Social Media Use and Mental Health (R21 Clinical Trial Optional),HHS-NIH11,Posted,2023-10-31,2024-3-1,129
VA-NCA-VCGP-2024,Veterans Cemetery Grants,VA-NCA,Posted,2023-10-31,2024-7-1,130
24-503,Research Experiences for Teachers (RET) in Engineering and Computer Science,NSF,Posted,2023-10-31,2024-1-29,131
24-504,Secure and Trustworthy Cyberspace,NSF,Posted,2023-10-31,2000-1-1,132
TR-NOFO-FY24-01,U.S. Mission Turkiye- PD Annual Program Statement,DOS-EUR,Posted,2023-10-31,2024-5-3,133
RFI-442-24-001,USAID/Cambodia Community Mobilization Initiatives to End Tuberculosis 2 (COMMIT 2),USAID-CAM,Posted,2023-10-31,2023-11-17,134
L24AS00046,FY24 IIJA/IRA Bureau of Land Management Oregon/Washington (ORWA) Wildlife Program,DOI-BLM,Posted,2023-10-31,2024-2-29,135
L24AS00045,FY24 IIJA/IRA Bureau of Land Management Oregon/Washington (ORWA) Forest and Woodlands Resource Management,DOI-BLM,Posted,2023-10-31,2024-2-26,136
FR-6700-N-30,FY23 NOFO Housing Counseling Training Grant Program,HUD,Posted,2023-10-31,2023-11-30,137
W81EWF-24-SOI-0002,Assessment of Secondary Production of Restored Submerged Aquatic Vegetation Beds in the Lynnhaven River- VA,DOD-COE,Posted,2023-10-31,2024-1-8,138
20241001-ASA-ASB,Spotlight on Humanities in Higher Education,NEH,Forecasted,2023-10-31,2000-1-1,139
RFA-NS-24-019,HEAL Initiative: Non-addictive Analgesic Therapeutics Development [Small Molecules and Biologics] to Treat Pain (UG3/UH3 Clinical Trial Optional),HHS-NIH11,Posted,2023-10-31,2027-1-7,140
SFOP0010108,Nonproliferation Scientist Engagement Program,DOS-ISN,Posted,2023-10-30,2024-1-31,141
DE-FOA-0003196,Environmental System Science (ESS),PAMS-SC,Posted,2023-10-30,2024-2-29,142
SFOP0010112,Addressing the Impacts of Proliferator State Advanced Conventional Weapons (ACW),DOS-ISN,Posted,2023-10-30,2024-1-31,143
SFOP0010110,Countering WMD Threats in Iraq,DOS-ISN,Posted,2023-10-30,2024-1-31,144
SFOP0010109,FY24 Protecting Semiconductor and CHIPS Technology,DOS-ISN,Posted,2023-10-30,2024-1-31,145
SFOP0010111,Identifying and Mitigating Russian Chemical and Biological Threat (RCBT),DOS-ISN,Posted,2023-10-30,2024-1-31,146
PAR-23-293,Ethical- Legal and Social Implications (ELSI) Research (R01 Clinical Trial Optional),HHS-NIH11,Posted,2023-10-30,2026-11-18,147
SFOP0010105,Advancing Nuclear Safety- Security- and Nonproliferation through the FIRST Program,DOS-ISN,Posted,2023-10-30,2024-1-31,148
SFOP0010114,Supporting Partner Implementation of Russia Sanctions,DOS-ISN,Posted,2023-10-30,2024-1-31,149
SFOP0010102,Countering North Korean and Iranian WMD- Missile- and UAS Proliferation,DOS-ISN,Posted,2023-10-30,2024-1-31,150
SFOP0010115,Global Biosecurity Engagement Activities,DOS-ISN,Posted,2023-10-30,2024-1-31,151
SFOP0010107,Roadmap to Rebuild- Modernize- and Decarbonize the Ukraine Steel Industry with Secure and Safe Small Modular Reactors (SMR),DOS-ISN,Posted,2023-10-30,2024-1-31,152
SFOP0010104,Chemical Security Program,DOS-ISN,Posted,2023-10-30,2024-1-31,153
SFOP0010113,Program to Build Partner Capabilities to Address Russian Malign Influence,DOS-ISN,Posted,2023-10-30,2024-1-31,154
SFOP0010106,Nuclear Expediting the Energy Transition (NEXT) One Stop Shop for Small Modular Reactor (SMR) Support Program,DOS-ISN,Posted,2023-10-30,2024-1-31,155
72061524RFI00001,USAID/Kenya and East Africa Social Behavior Change Activity,USAID-KEN,Posted,2023-10-30,2023-11-10,156
20240111-PF,Sustaining Cultural Heritage Collections,NEH,Posted,2023-10-30,2024-1-12,157
STATE-BISHKEK-PDS-24-0002,C5 + ONE (Opening Networks through English) Educator Workshop (C5 + O.N.E Ed),DOS-KGC,Posted,2023-10-30,2023-12-15,158
G24AS00138,Cooperative Agreement for CESU-affiliated Partner with Colorado Plateau Cooperative Ecosystem Studies Unit,DOI-USGS1,Posted,2023-10-30,2023-11-30,159
G24AS00137,Cooperative Agreement for CESU-affiliated Partner of the Cooperative Ecosystem Studies Unit,DOI-USGS1,Posted,2023-10-30,2023-11-30,160
SFOP0010116,Global Engagements to Counter the Misuse of Advanced and Emerging Technologies,DOS-ISN,Posted,2023-10-30,2024-1-31,161
RFA-DA-25-021,Effect of HIV and Substance Use Comorbidity on the Placenta and Maternal Outcomes (R01 Clinical Trial Optional),HHS-NIH11,Posted,2023-10-30,2024-11-15,162
NNH24ZHA001C,Established Program to Stimulate Competitive Research (EPSCoR),NASA,Posted,2023-10-30,2024-1-22,163
PAR-23-294,Ethical- Legal and Social Implications (ELSI) Exploratory/Developmental Research Grant (R21 Clinical Trial Optional),HHS-NIH11,Posted,2023-10-30,2026-11-18,164
PAR-23-295,Ethical- Legal and Social Implications (ELSI) Small Research Grant (R03 Clinical Trial Optional),HHS-NIH11,Posted,2023-10-30,2026-11-16,165
HR001124S0003,Information Innovation Office (I2O) Office-wide,DOD-DARPA-I2O,Posted,2023-10-28,2024-10-29,166
72061223RFA00006,Tisamale Mabuku (Let us take care of books) Project,USAID-MLW,Posted,2023-10-27,2023-11-27,167
24-501,Transport Phenomena Research at the International Space Station to Benefit Life on Earth,NSF,Posted,2023-10-27,2024-3-4,168
24-502,NSF/CASIS Collaboration on Tissue Engineering and Mechanobiology on the International Space Station (ISS) to Benefit Life on Earth,NSF,Posted,2023-10-27,2024-3-15,169
72052124RFA00001,Sustaining Impact for Youth Activity,USAID-HAI,Posted,2023-10-27,2023-12-11,170
CDC-RFA-GH-24-0070,Building an Effective- Robust and Sustainable Integrated Sample Transportation System in Cameroon under the President's Emergency Plan for AIDS Relief (PEPFAR),HHS-CDC-CGH,Forecasted,2023-10-27,2000-1-1,171
F24AS00061,F24AS00061 - FY 2024 Competitive State Wildlife Grant (C-SWG) Program,DOI-FWS,Posted,2023-10-27,2024-2-23,172
AFCP-2024-GP,U.S. Ambassadors Fund for Cultural Preservation Grants Program,DOS-ECA,Posted,2023-10-27,2024-1-31,173
TEST-PTS-01-FC-S2S,TEST-PTS-01-FC-S2S,IVV,Forecasted,2023-10-27,2000-1-1,174
PTS-S2S-MAX-ALL-PKG-01,What is a grant? A grant is a way the government funds your ideas and projects to provide public services and stimulate the economy. Grants support critical recovery initiatives- innovative research- and many other programs listed in the Catalog of Feder!,IVV,Forecasted,2023-10-27,2000-1-1,175
L24AS00135,IIJA/IRA Bureau of Land Management Alaska Fuels Management and Community Fire Assistance Program,DOI-BLM,Posted,2023-10-27,2024-1-5,176
CPAIG-2024-GP,FY24 Cultural Property Agreement Implementation Grants,DOS-ECA,Posted,2023-10-27,2024-1-31,177
SB-OEDSC-24-001,SCORE-2024-01,SBA,Posted,2023-10-27,2023-11-10,178
72065623RFA00005,Fortifying OVC services- Empowering adolescents- and youth- and Leveraging and Incorporating community feedback in Zambezia (FELIZ) Activity,USAID-MOZ,Posted,2023-10-27,2023-12-28,179
OIA-TAP-2024,OIA Technical Assistance Program 2024,DOI,Posted,2023-10-26,2024-3-15,180
F24AS00128,F24AS00128: Great Lakes Fish and Wildlife Restoration Act FY 2024,DOI-FWS,Posted,2023-10-26,2024-1-4,181
OIA-MAP2024,OIA Maintenance Assistance Program 2024,DOI,Posted,2023-10-26,2024-3-15,182
RFA-AT-24-006,Resource Center for Cannabis and Cannabinoid Research (U24 Clinical Trial Not Allowed),HHS-NIH11,Posted,2023-10-26,2024-4-16,183
AWE-FY24-ARM-03,FY24 Academy for Women Entrepreneurship,DOS-ARM,Posted,2023-10-26,2023-11-26,184
SFOP0010103,Fellowship for Counter Smuggling in Support of U.S. Security and Nonproliferation Projects,DOS-ISN,Posted,2023-10-26,2024-1-10,185
